address,real_address,prefix,number,tagname,description,tag_type,Source,SCADA_tagname
D943,D943,D,943,EXT_ADDR_D943,,BOOL,PLC,[]
D960,D960,D,960,EXT_ADDR_D960,,BOOL,PLC,[]
D961,D961,D,961,EXT_ADDR_D961,,BOOL,PLC,[]
D962,D962,D,962,EXT_ADDR_D962,,BOOL,PLC,[]
D963,D963,D,963,EXT_ADDR_D963,,BOOL,PLC,[]
D964,D964,D,964,EXT_ADDR_D964,,BOOL,PLC,[]
D965,D965,D,965,EXT_ADDR_D965,,BOOL,PLC,[]
D966,D966,D,966,EXT_ADDR_D966,,BOOL,PLC,[]
D967,D967,D,967,EXT_ADDR_D967,,BOOL,PLC,[]
D970,D970,D,970,EXT_ADDR_D970,,BOOL,PLC,[]
D971,D971,D,971,EXT_ADDR_D971,,BOOL,PLC,[]
D980,D980,D,980,POWERPACK_M1,"""Chopper powerpack motor #1 Amp reading to scada""",REAL,BOTH,['CHOP_POWERPACK_AMP1_AI']
D981,D981,D,981,POWERPACK_M2,"""Chopper powerpack motor #2 Amp reading to scada""",REAL,BOTH,['CHOP_POWERPACK_AMP2_AI']
D982,D982,D,982,SPARE_TO_SCADA,"""Ext. H/E Temp Scaled""",REAL,BOTH,"['EXT_TEMP_FEED_WATER', 'EXT_TEMP_FEED_WATER_TREND']"
D984,D984,D,984,EXT_ADDR_D984,,BOOL,BOTH,['STEAM_PRESSURE_TO_EXTRACTORS']
D990,D990,D,990,EXT_ADDR_D990,,BOOL,PLC,[]
D991,D991,D,991,EXT_ADDR_D991,,BOOL,PLC,[]
D995,D995,D,995,EXT_ADDR_D995,,BOOL,PLC,[]
D996,D996,D,996,EXT_ADDR_D996,,BOOL,PLC,[]
D1436,D1436,D,1436,EXT_ADDR_D1436,,BOOL,BOTH,"['EXT_BATCH_NUM_1_AI', 'EXT_BATCH_NUM_1_AO']"
D1437,D1437,D,1437,EXT_ADDR_D1437,,BOOL,BOTH,"['EXT_BATCH_NUM_2_AI', 'EXT_BATCH_NUM_2_AO']"
D1438,D1438,D,1438,EXT_ADDR_D1438,,BOOL,BOTH,"['EXT_BATCH_NUM_3_AI', 'EXT_BATCH_NUM_3_AO']"
D1439,D1439,D,1439,EXT_ADDR_D1439,,BOOL,BOTH,"['EXT_BATCH_NUM_4_AI', 'EXT_BATCH_NUM_4_AO']"
D1450,D1450,D,1450,EXT_ADDR_D1450,,BOOL,BOTH,['N_PRE_RIND_DROP_P1_LVL_SP_AO']
D1451,D1451,D,1451,EXT_ADDR_D1451,,BOOL,BOTH,['N_PRE_RIND_DROP_P2_LVL_SP_AO']
D1452,D1452,D,1452,EXT_ADDR_D1452,,BOOL,BOTH,['N_PRE_RIND_DROP_P3_LVL_SP_AO']
D1453,D1453,D,1453,EXT_ADDR_D1453,,BOOL,BOTH,['N_PRE_RIND_DROP_P4_LVL_SP_AO']
D1456,D1456,D,1456,EXT_ADDR_D1456,,BOOL,PLC,[]
D1460,D1460,D,1460,Tag_1ST_COOK_TEMP_S_P,"""1st Cook Temp S.P. from SCADA""",REAL,BOTH,['EXT_HU_TEMP_STPT_1ST_AI_AO']
D1461,D1461,D,1461,Tag_2ND_COOK_TEMP_S_P,"""2nd Cook Temp S.P. from SCADA""",REAL,BOTH,['EXT_HU_TEMP_STPT_2ND_AI_AO']
D1465,D1465,D,1465,EXT_ADDR_D1465,,BOOL,PLC,[]
D1466,D1466,D,1466,EXT_ADDR_D1466,,BOOL,PLC,[]
D1467,D1467,D,1467,EXT_ADDR_D1467,,BOOL,PLC,[]
D1468,D1468,D,1468,EXT_ADDR_D1468,,BOOL,PLC,[]
D1469,D1469,D,1469,EXT_ADDR_D1469,,BOOL,PLC,[]
D3000,D3000,D,3000,UFHT_GELYFLOW,"""Gelly Flow rate to UFHT""",REAL,BOTH,"['EXT_PROD_PMP_FLOW', 'EXT_FLOW_TO_UFHT_TOT', 'EXT_FLOW_TO_UFHT_AR', 'EXT_FLOW_TO_UFHT_AI', 'EXT_FLOW_TO_UFHT_AO']"
D3001,D3001,D,3001,EXT_ADDR_D3001,,BOOL,BOTH,['EXT_1_1_TEMP_FILL_SIM']
D3002,D3002,D,3002,EXT_ADDR_D3002,,BOOL,BOTH,['EXT_1_1_FLOW_TOTAL_FILL_SIM']
D3003,D3003,D,3003,EXT_ADDR_D3003,,BOOL,BOTH,['EXT_1_1_TEMP_HU_I_SIM']
D3004,D3004,D,3004,EXT_ADDR_D3004,,BOOL,BOTH,['EXT_1_1_TEMP_HU_F_SIM']
D3005,D3005,D,3005,EXT_ADDR_D3005,,BOOL,BOTH,['EXT_1_1_TEMP_SET_SIM']
D3006,D3006,D,3006,EXT_ADDR_D3006,,BOOL,BOTH,['EXT_1_1_FLOW_TOTAL_SET']
D3007,D3007,D,3007,EXT_ADDR_D3007,,BOOL,PLC,[]
D3008,D3008,D,3008,EXT_ADDR_D3008,,BOOL,PLC,[]
D3009,D3009,D,3009,EXT_ADDR_D3009,,BOOL,PLC,[]
D3010,D3010,D,3010,EXT_ADDR_D3010,,BOOL,PLC,[]
D3011,D3011,D,3011,EXT_ADDR_D3011,,BOOL,BOTH,['EXT_1_2_TEMP_FILL_SIM']
D3012,D3012,D,3012,EXT_ADDR_D3012,,BOOL,BOTH,['EXT_1_2_FLOW_TOTAL_FILL_SIM']
D3013,D3013,D,3013,EXT_ADDR_D3013,,BOOL,BOTH,['EXT_1_2_TEMP_HU_I_SIM']
D3014,D3014,D,3014,EXT_ADDR_D3014,,BOOL,BOTH,['EXT_1_2_TEMP_HU_F_SIM']
D3015,D3015,D,3015,EXT_ADDR_D3015,,BOOL,BOTH,['EXT_1_2_TEMP_SET_SIM']
D3016,D3016,D,3016,EXT_ADDR_D3016,,BOOL,BOTH,['EXT_1_2_FLOW_TOTAL_SET']
D3017,D3017,D,3017,EXT_ADDR_D3017,,BOOL,PLC,[]
D3018,D3018,D,3018,EXT_ADDR_D3018,,BOOL,PLC,[]
D3019,D3019,D,3019,EXT_ADDR_D3019,,BOOL,PLC,[]
D3020,D3020,D,3020,EXT_ADDR_D3020,,BOOL,PLC,[]
D3021,D3021,D,3021,EXT_ADDR_D3021,,BOOL,BOTH,['EXT_1_3_TEMP_FILL_SIM']
D3022,D3022,D,3022,EXT_ADDR_D3022,,BOOL,BOTH,['EXT_1_3_FLOW_TOTAL_FILL_SIM']
D3023,D3023,D,3023,EXT_ADDR_D3023,,BOOL,BOTH,['EXT_1_3_TEMP_HU_I_SIM']
D3024,D3024,D,3024,EXT_ADDR_D3024,,BOOL,BOTH,['EXT_1_3_TEMP_HU_F_SIM']
D3025,D3025,D,3025,EXT_ADDR_D3025,,BOOL,BOTH,['EXT_1_3_TEMP_SET_SIM']
D3026,D3026,D,3026,EXT_ADDR_D3026,,BOOL,BOTH,['EXT_1_3_FLOW_TOTAL_SET']
D3027,D3027,D,3027,EXT_ADDR_D3027,,BOOL,PLC,[]
D3028,D3028,D,3028,EXT_ADDR_D3028,,BOOL,BOTH,['EXT_1_3_TEMP_WF_SIM']
D3029,D3029,D,3029,EXT_ADDR_D3029,,BOOL,BOTH,['EXT_1_3_FLOW_TOTAL_WF_SIM']
D3030,D3030,D,3030,EXT_ADDR_D3030,,BOOL,PLC,[]
D3031,D3031,D,3031,EXT_ADDR_D3031,,BOOL,BOTH,['EXT_1_4_TEMP_FILL_SIM']
D3032,D3032,D,3032,EXT_ADDR_D3032,,BOOL,BOTH,['EXT_1_4_FLOW_TOTAL_FILL_SIM']
D3033,D3033,D,3033,EXT_ADDR_D3033,,BOOL,BOTH,['EXT_1_4_TEMP_HU_I_SIM']
D3034,D3034,D,3034,EXT_ADDR_D3034,,BOOL,BOTH,['EXT_1_4_TEMP_HU_F_SIM']
D3035,D3035,D,3035,EXT_ADDR_D3035,,BOOL,BOTH,['EXT_1_4_TEMP_SET_SIM']
D3036,D3036,D,3036,EXT_ADDR_D3036,,BOOL,BOTH,['EXT_1_4_FLOW_TOTAL_SET']
D3037,D3037,D,3037,EXT_ADDR_D3037,,BOOL,PLC,[]
D3038,D3038,D,3038,EXT_ADDR_D3038,,BOOL,BOTH,['EXT_1_4_TEMP_WF_SIM']
D3039,D3039,D,3039,EXT_ADDR_D3039,,BOOL,BOTH,['EXT_1_4_FLOW_TOTAL_WF_SIM']
D3041,D3041,D,3041,EXT_ADDR_D3041,,BOOL,BOTH,['EXT_2_1_TEMP_FILL_SIM']
D3042,D3042,D,3042,EXT_ADDR_D3042,,BOOL,BOTH,['EXT_2_1_FLOW_TOTAL_FILL_SIM']
D3043,D3043,D,3043,EXT_ADDR_D3043,,BOOL,BOTH,['EXT_2_1_TEMP_HU_I_SIM']
D3044,D3044,D,3044,EXT_ADDR_D3044,,BOOL,BOTH,['EXT_2_1_TEMP_HU_F_SIM']
D3045,D3045,D,3045,EXT_ADDR_D3045,,BOOL,BOTH,['EXT_2_1_TEMP_SET_SIM']
D3046,D3046,D,3046,EXT_ADDR_D3046,,BOOL,BOTH,['EXT_2_1_FLOW_TOTAL_SET']
D3047,D3047,D,3047,EXT_ADDR_D3047,,BOOL,PLC,[]
D3049,D3049,D,3049,EXT_ADDR_D3049,,BOOL,PLC,[]
D3050,D3050,D,3050,EXT_ADDR_D3050,,BOOL,PLC,[]
D3051,D3051,D,3051,EXT_ADDR_D3051,,BOOL,BOTH,['EXT_2_2_TEMP_FILL_SIM']
D3052,D3052,D,3052,EXT_ADDR_D3052,,BOOL,BOTH,['EXT_2_2_FLOW_TOTAL_FILL_SIM']
D3053,D3053,D,3053,EXT_ADDR_D3053,,BOOL,BOTH,['EXT_2_2_TEMP_HU_I_SIM']
D3054,D3054,D,3054,EXT_ADDR_D3054,,BOOL,BOTH,['EXT_2_2_TEMP_HU_F_SIM']
D3055,D3055,D,3055,EXT_ADDR_D3055,,BOOL,BOTH,['EXT_2_2_TEMP_SET_SIM']
D3056,D3056,D,3056,EXT_ADDR_D3056,,BOOL,BOTH,['EXT_2_2_FLOW_TOTAL_SET']
D3057,D3057,D,3057,EXT_ADDR_D3057,,BOOL,PLC,[]
D3058,D3058,D,3058,EXT_ADDR_D3058,,BOOL,PLC,[]
D3059,D3059,D,3059,EXT_ADDR_D3059,,BOOL,PLC,[]
D3060,D3060,D,3060,EXT_ADDR_D3060,,BOOL,PLC,[]
D3061,D3061,D,3061,EXT_ADDR_D3061,,BOOL,BOTH,['EXT_2_3_TEMP_FILL_SIM']
D3062,D3062,D,3062,EXT_ADDR_D3062,,BOOL,BOTH,['EXT_2_3_FLOW_TOTAL_FILL_SIM']
D3063,D3063,D,3063,EXT_ADDR_D3063,,BOOL,BOTH,['EXT_2_3_TEMP_HU_I_SIM']
D3064,D3064,D,3064,EXT_ADDR_D3064,,BOOL,BOTH,['EXT_2_3_TEMP_HU_F_SIM']
D3065,D3065,D,3065,EXT_ADDR_D3065,,BOOL,BOTH,['EXT_2_3_TEMP_SET_SIM']
D3066,D3066,D,3066,EXT_ADDR_D3066,,BOOL,BOTH,['EXT_2_3_FLOW_TOTAL_SET']
D3067,D3067,D,3067,EXT_ADDR_D3067,,BOOL,PLC,[]
D3068,D3068,D,3068,EXT_ADDR_D3068,,BOOL,BOTH,['EXT_2_3_TEMP_WF_SIM']
D3069,D3069,D,3069,EXT_ADDR_D3069,,BOOL,BOTH,['EXT_2_3_FLOW_TOTAL_WF_SIM']
D3070,D3070,D,3070,EXT_ADDR_D3070,,BOOL,PLC,[]
D3071,D3071,D,3071,EXT_ADDR_D3071,,BOOL,BOTH,['EXT_2_4_TEMP_FILL_SIM']
D3072,D3072,D,3072,EXT_ADDR_D3072,,BOOL,BOTH,['EXT_2_4_FLOW_TOTAL_FILL_SIM']
D3073,D3073,D,3073,EXT_ADDR_D3073,,BOOL,BOTH,['EXT_2_4_TEMP_HU_I_SIM']
D3074,D3074,D,3074,EXT_ADDR_D3074,,BOOL,BOTH,['EXT_2_4_TEMP_HU_F_SIM']
D3075,D3075,D,3075,EXT_ADDR_D3075,,BOOL,BOTH,['EXT_2_4_TEMP_SET_SIM']
D3076,D3076,D,3076,EXT_ADDR_D3076,,BOOL,BOTH,['EXT_2_4_FLOW_TOTAL_SET']
D3077,D3077,D,3077,EXT_ADDR_D3077,,BOOL,PLC,[]
D3078,D3078,D,3078,EXT_ADDR_D3078,,BOOL,BOTH,['EXT_2_4_TEMP_WF_SIM']
D3079,D3079,D,3079,EXT_ADDR_D3079,,BOOL,BOTH,['EXT_2_4_FLOW_TOTAL_WF_SIM']
D3080,D3080,D,3080,EXT_ADDR_D3080,,BOOL,PLC,[]
D3081,D3081,D,3081,EXT_ADDR_D3081,,BOOL,BOTH,['EXT_3_1_TEMP_FILL_SIM']
D3082,D3082,D,3082,EXT_ADDR_D3082,,BOOL,BOTH,['EXT_3_1_FLOW_TOTAL_FILL_SIM']
D3083,D3083,D,3083,EXT_ADDR_D3083,,BOOL,BOTH,['EXT_3_1_TEMP_HU_I_SIM']
D3084,D3084,D,3084,EXT_ADDR_D3084,,BOOL,BOTH,['EXT_3_1_TEMP_HU_F_SIM']
D3085,D3085,D,3085,EXT_ADDR_D3085,,BOOL,BOTH,['EXT_3_1_TEMP_SET_SIM']
D3086,D3086,D,3086,EXT_ADDR_D3086,,BOOL,BOTH,['EXT_3_1_FLOW_TOTAL_SET']
D3087,D3087,D,3087,EXT_ADDR_D3087,,BOOL,PLC,[]
D3088,D3088,D,3088,EXT_ADDR_D3088,,BOOL,PLC,[]
D3089,D3089,D,3089,EXT_ADDR_D3089,,BOOL,PLC,[]
D3090,D3090,D,3090,EXT_ADDR_D3090,,BOOL,PLC,[]
D3091,D3091,D,3091,EXT_ADDR_D3091,,BOOL,BOTH,['EXT_3_2_TEMP_FILL_SIM']
D3092,D3092,D,3092,EXT_ADDR_D3092,,BOOL,BOTH,['EXT_3_2_FLOW_TOTAL_FILL_SIM']
D3093,D3093,D,3093,EXT_ADDR_D3093,,BOOL,BOTH,['EXT_3_2_TEMP_HU_I_SIM']
D3094,D3094,D,3094,EXT_ADDR_D3094,,BOOL,BOTH,['EXT_3_2_TEMP_HU_F_SIM']
D3095,D3095,D,3095,EXT_ADDR_D3095,,BOOL,BOTH,['EXT_3_2_TEMP_SET_SIM']
D3096,D3096,D,3096,EXT_ADDR_D3096,,BOOL,BOTH,['EXT_3_2_FLOW_TOTAL_SET']
D3097,D3097,D,3097,EXT_ADDR_D3097,,BOOL,PLC,[]
D3098,D3098,D,3098,EXT_ADDR_D3098,,BOOL,PLC,[]
D3099,D3099,D,3099,EXT_ADDR_D3099,,BOOL,PLC,[]
D3100,D3100,D,3100,EXT_ADDR_D3100,,BOOL,PLC,[]
D3101,D3101,D,3101,EXT_ADDR_D3101,,BOOL,BOTH,['EXT_3_3_TEMP_FILL_SIM']
D3102,D3102,D,3102,EXT_ADDR_D3102,,BOOL,BOTH,['EXT_3_3_FLOW_TOTAL_FILL_SIM']
D3103,D3103,D,3103,EXT_ADDR_D3103,,BOOL,BOTH,['EXT_3_3_TEMP_HU_I_SIM']
D3104,D3104,D,3104,EXT_ADDR_D3104,,BOOL,BOTH,['EXT_3_3_TEMP_HU_F_SIM']
D3105,D3105,D,3105,EXT_ADDR_D3105,,BOOL,BOTH,['EXT_3_3_TEMP_SET_SIM']
D3106,D3106,D,3106,EXT_ADDR_D3106,,BOOL,BOTH,['EXT_3_3_FLOW_TOTAL_SET']
D3107,D3107,D,3107,EXT_ADDR_D3107,,BOOL,PLC,[]
D3108,D3108,D,3108,EXT_ADDR_D3108,,BOOL,BOTH,['EXT_3_3_TEMP_WF_SIM']
D3109,D3109,D,3109,EXT_ADDR_D3109,,BOOL,BOTH,"['EXT_3_3_FLOW_TOTAL_WF_SIM', 'EXT_3_2_FLOW_TOTAL_WF_SIM']"
D3110,D3110,D,3110,EXT_ADDR_D3110,,BOOL,PLC,[]
D3111,D3111,D,3111,EXT_ADDR_D3111,,BOOL,BOTH,['EXT_3_4_TEMP_FILL_SIM']
D3112,D3112,D,3112,EXT_ADDR_D3112,,BOOL,BOTH,['EXT_3_4_FLOW_TOTAL_FILL_SIM']
D3113,D3113,D,3113,EXT_ADDR_D3113,,BOOL,BOTH,['EXT_3_4_TEMP_HU_I_SIM']
D3114,D3114,D,3114,EXT_ADDR_D3114,,BOOL,BOTH,['EXT_3_4_TEMP_HU_F_SIM']
D3115,D3115,D,3115,EXT_ADDR_D3115,,BOOL,BOTH,['EXT_3_4_TEMP_SET_SIM']
D3116,D3116,D,3116,EXT_ADDR_D3116,,BOOL,BOTH,['EXT_3_4_FLOW_TOTAL_SET']
D3117,D3117,D,3117,EXT_ADDR_D3117,,BOOL,PLC,[]
D3118,D3118,D,3118,EXT_ADDR_D3118,,BOOL,BOTH,['EXT_3_4_TEMP_WF_SIM']
D3119,D3119,D,3119,EXT_ADDR_D3119,,BOOL,BOTH,['EXT_3_4_FLOW_TOTAL_WF_SIM']
D3120,D3120,D,3120,EXT_ADDR_D3120,,BOOL,PLC,[]
D3121,D3121,D,3121,EXT_ADDR_D3121,,BOOL,BOTH,['EXT_4_1_TEMP_FILL_SIM']
D3122,D3122,D,3122,EXT_ADDR_D3122,,BOOL,BOTH,['EXT_4_1_FLOW_TOTAL_FILL_SIM']
D3123,D3123,D,3123,EXT_ADDR_D3123,,BOOL,BOTH,['EXT_4_1_TEMP_HU_I_SIM']
D3124,D3124,D,3124,EXT_ADDR_D3124,,BOOL,BOTH,['EXT_4_1_TEMP_HU_F_SIM']
D3125,D3125,D,3125,EXT_ADDR_D3125,,BOOL,BOTH,['EXT_4_1_TEMP_SET_SIM']
D3126,D3126,D,3126,EXT_ADDR_D3126,,BOOL,BOTH,['EXT_4_1_FLOW_TOTAL_SET']
D3127,D3127,D,3127,EXT_ADDR_D3127,,BOOL,PLC,[]
D3128,D3128,D,3128,EXT_ADDR_D3128,,BOOL,PLC,[]
D3129,D3129,D,3129,EXT_ADDR_D3129,,BOOL,PLC,[]
D3130,D3130,D,3130,EXT_ADDR_D3130,,BOOL,PLC,[]
D3131,D3131,D,3131,EXT_ADDR_D3131,,BOOL,BOTH,['EXT_4_2_TEMP_FILL_SIM']
D3132,D3132,D,3132,EXT_ADDR_D3132,,BOOL,BOTH,['EXT_4_2_FLOW_TOTAL_FILL_SIM']
D3133,D3133,D,3133,EXT_ADDR_D3133,,BOOL,BOTH,['EXT_4_2_TEMP_HU_I_SIM']
D3134,D3134,D,3134,EXT_ADDR_D3134,,BOOL,BOTH,['EXT_4_2_TEMP_HU_F_SIM']
D3135,D3135,D,3135,EXT_ADDR_D3135,,BOOL,BOTH,['EXT_4_2_TEMP_SET_SIM']
D3136,D3136,D,3136,EXT_ADDR_D3136,,BOOL,BOTH,['EXT_4_2_FLOW_TOTAL_SET']
D3137,D3137,D,3137,EXT_ADDR_D3137,,BOOL,PLC,[]
D3138,D3138,D,3138,EXT_ADDR_D3138,,BOOL,PLC,[]
D3139,D3139,D,3139,EXT_ADDR_D3139,,BOOL,PLC,[]
D3140,D3140,D,3140,EXT_ADDR_D3140,,BOOL,PLC,[]
D3141,D3141,D,3141,EXT_ADDR_D3141,,BOOL,BOTH,['EXT_4_3_TEMP_FILL_SIM']
D3142,D3142,D,3142,EXT_ADDR_D3142,,BOOL,BOTH,['EXT_4_3_FLOW_TOTAL_FILL_SIM']
D3143,D3143,D,3143,EXT_ADDR_D3143,,BOOL,BOTH,['EXT_4_3_TEMP_HU_I_SIM']
D3144,D3144,D,3144,EXT_ADDR_D3144,,BOOL,BOTH,['EXT_4_3_TEMP_HU_F_SIM']
D3145,D3145,D,3145,EXT_ADDR_D3145,,BOOL,BOTH,['EXT_4_3_TEMP_SET_SIM']
D3146,D3146,D,3146,EXT_ADDR_D3146,,BOOL,BOTH,['EXT_4_3_FLOW_TOTAL_SET']
D3147,D3147,D,3147,EXT_ADDR_D3147,,BOOL,PLC,[]
D3148,D3148,D,3148,EXT_ADDR_D3148,,BOOL,BOTH,['EXT_4_3_TEMP_WF_SIM']
D3149,D3149,D,3149,EXT_ADDR_D3149,,BOOL,BOTH,['EXT_4_3_FLOW_TOTAL_WF_SIM']
D3150,D3150,D,3150,EXT_ADDR_D3150,,BOOL,PLC,[]
D3151,D3151,D,3151,EXT_ADDR_D3151,,BOOL,BOTH,['EXT_4_4_TEMP_FILL_SIM']
D3152,D3152,D,3152,EXT_ADDR_D3152,,BOOL,BOTH,['EXT_4_4_FLOW_TOTAL_FILL_SIM']
D3153,D3153,D,3153,EXT_ADDR_D3153,,BOOL,BOTH,['EXT_4_4_TEMP_HU_I_SIM']
D3154,D3154,D,3154,EXT_ADDR_D3154,,BOOL,BOTH,['EXT_4_4_TEMP_HU_F_SIM']
D3155,D3155,D,3155,EXT_ADDR_D3155,,BOOL,BOTH,['EXT_4_4_TEMP_SET_SIM']
D3156,D3156,D,3156,EXT_ADDR_D3156,,BOOL,BOTH,['EXT_4_4_FLOW_TOTAL_SET']
D3157,D3157,D,3157,EXT_ADDR_D3157,,BOOL,PLC,[]
D3158,D3158,D,3158,EXT_ADDR_D3158,,BOOL,BOTH,['EXT_4_4_TEMP_WF_SIM']
D3159,D3159,D,3159,EXT_ADDR_D3159,,BOOL,BOTH,['EXT_4_4_FLOW_TOTAL_WF_SIM']
D3170,D3170,D,3170,EXT_ADDR_D3170,,BOOL,PLC,[]
D3171,D3171,D,3171,EXT_ADDR_D3171,,BOOL,PLC,[]
D3172,D3172,D,3172,EXT_ADDR_D3172,,BOOL,PLC,[]
D3173,D3173,D,3173,EXT_ADDR_D3173,,BOOL,PLC,[]
D3180,D3180,D,3180,EXT_ADDR_D3180,,BOOL,PLC,[]
D3181,D3181,D,3181,EXT_ADDR_D3181,,BOOL,PLC,[]
D3182,D3182,D,3182,EXT_ADDR_D3182,,BOOL,PLC,[]
D3183,D3183,D,3183,EXT_ADDR_D3183,,BOOL,PLC,[]
D3190,D3190,D,3190,EXT_ADDR_D3190,,BOOL,PLC,[]
D3191,D3191,D,3191,EXT_ADDR_D3191,,BOOL,PLC,[]
D3200,D3200,D,3200,EXT_ADDR_D3200,,BOOL,BOTH,['EXT_WATER_FILL_TOTAL_1000_AI']
D3201,D3201,D,3201,EXT_ADDR_D3201,,BOOL,BOTH,['EXT_WATER_FILL_TOTAL_10000_AI']
D3202,D3202,D,3202,EXT_ADDR_D3202,,BOOL,BOTH,['EXT_WF_FILL_TOTAL_1000_AI']
D3203,D3203,D,3203,EXT_ADDR_D3203,,BOOL,BOTH,['EXT_WF_FILL_TOTAL_10000_AI']
D3204,D3204,D,3204,EXT_ADDR_D3204,,BOOL,PLC,[]
D3205,D3205,D,3205,EXT_ADDR_D3205,,BOOL,PLC,[]
D3206,D3206,D,3206,EXT_ADDR_D3206,,BOOL,PLC,[]
D3207,D3207,D,3207,EXT_ADDR_D3207,,BOOL,PLC,[]
D20001,D20001,D,20001,MACHINEHASH0DM1,"""MachineHASH0DM1""",REAL,PLC,[]
D20002,D20002,D,20002,EXT_ADDR_D20002,,BOOL,PLC,[]
D20004,D20004,D,20004,MACHINEHASH0DM4,"""MachineHASH0DM4""",REAL,PLC,[]
D20005,D20005,D,20005,EXT_ADDR_D20005,,BOOL,PLC,[]
D20006,D20006,D,20006,EXT_ADDR_D20006,,BOOL,PLC,[]
D20007,D20007,D,20007,EXT_ADDR_D20007,,BOOL,PLC,[]
D20008,D20008,D,20008,EXT_ADDR_D20008,,BOOL,PLC,[]
D20009,D20009,D,20009,EXT_ADDR_D20009,,BOOL,PLC,[]
D20010,D20010,D,20010,EXT_ADDR_D20010,,BOOL,PLC,[]
D20011,D20011,D,20011,EXT_ADDR_D20011,,BOOL,PLC,[]
D20012,D20012,D,20012,EXT_ADDR_D20012,,BOOL,PLC,[]
D20013,D20013,D,20013,EXT_ADDR_D20013,,BOOL,PLC,[]
D20014,D20014,D,20014,EXT_ADDR_D20014,,BOOL,PLC,[]
D20015,D20015,D,20015,EXT_ADDR_D20015,,BOOL,PLC,[]
D20016,D20016,D,20016,EXT_ADDR_D20016,,BOOL,PLC,[]
D20017,D20017,D,20017,EXT_ADDR_D20017,,BOOL,PLC,[]
D20018,D20018,D,20018,EXT_ADDR_D20018,,BOOL,PLC,[]
D20019,D20019,D,20019,EXT_ADDR_D20019,,BOOL,PLC,[]
D20020,D20020,D,20020,EXT_ADDR_D20020,,BOOL,PLC,[]
D20021,D20021,D,20021,EXT_ADDR_D20021,,BOOL,PLC,[]
D20022,D20022,D,20022,EXT_ADDR_D20022,,BOOL,PLC,[]
D20023,D20023,D,20023,EXT_ADDR_D20023,,BOOL,PLC,[]
D20024,D20024,D,20024,EXT_ADDR_D20024,,BOOL,PLC,[]
D20025,D20025,D,20025,EXT_ADDR_D20025,,BOOL,PLC,[]
D20026,D20026,D,20026,EXT_ADDR_D20026,,BOOL,PLC,[]
D20027,D20027,D,20027,EXT_ADDR_D20027,,BOOL,PLC,[]
D20101,D20101,D,20101,MACHINEHASH1DM1,"""MachineHASH1DM1""",REAL,PLC,[]
D20102,D20102,D,20102,EXT_ADDR_D20102,,BOOL,PLC,[]
D20104,D20104,D,20104,MACHINEHASH1DM4,"""MachineHASH1DM4""",REAL,PLC,[]
D20105,D20105,D,20105,EXT_ADDR_D20105,,BOOL,PLC,[]
D20106,D20106,D,20106,EXT_ADDR_D20106,,BOOL,PLC,[]
D20107,D20107,D,20107,EXT_ADDR_D20107,,BOOL,PLC,[]
D20108,D20108,D,20108,EXT_ADDR_D20108,,BOOL,PLC,[]
D20109,D20109,D,20109,EXT_ADDR_D20109,,BOOL,PLC,[]
D20110,D20110,D,20110,EXT_ADDR_D20110,,BOOL,PLC,[]
D20111,D20111,D,20111,EXT_ADDR_D20111,,BOOL,PLC,[]
D20112,D20112,D,20112,EXT_ADDR_D20112,,BOOL,PLC,[]
D20113,D20113,D,20113,EXT_ADDR_D20113,,BOOL,PLC,[]
D20114,D20114,D,20114,EXT_ADDR_D20114,,BOOL,PLC,[]
D20115,D20115,D,20115,EXT_ADDR_D20115,,BOOL,PLC,[]
D20116,D20116,D,20116,EXT_ADDR_D20116,,BOOL,PLC,[]
D20117,D20117,D,20117,EXT_ADDR_D20117,,BOOL,PLC,[]
D20118,D20118,D,20118,EXT_ADDR_D20118,,BOOL,PLC,[]
D20119,D20119,D,20119,EXT_ADDR_D20119,,BOOL,PLC,[]
D20120,D20120,D,20120,EXT_ADDR_D20120,,BOOL,PLC,[]
D20121,D20121,D,20121,EXT_ADDR_D20121,,BOOL,PLC,[]
D20122,D20122,D,20122,EXT_ADDR_D20122,,BOOL,PLC,[]
D20123,D20123,D,20123,EXT_ADDR_D20123,,BOOL,PLC,[]
D20124,D20124,D,20124,EXT_ADDR_D20124,,BOOL,PLC,[]
D20125,D20125,D,20125,EXT_ADDR_D20125,,BOOL,PLC,[]
D20126,D20126,D,20126,EXT_ADDR_D20126,,BOOL,PLC,[]
D20127,D20127,D,20127,EXT_ADDR_D20127,,BOOL,PLC,[]
D31200,D31200,D,31200,LEVEL_FORMULA,"""Level Control Formula""",REAL,PLC,[]
D31201,D31201,D,31201,MAX_RAW_LEVEL,"""Max Raw Level""",REAL,PLC,[]
D31202,D31202,D,31202,MIN_RAW_LEVEL,"""Min Raw Level""",REAL,PLC,[]
D31207,D31207,D,31207,LIT_4001_AI_OLD,"""Rind Tank Transmitter Scaled 0-100%""",REAL,PLC,[]
D31208,D31208,D,31208,LIT_4002_AI_OLD,"""Pretreatment Tank Transmitter Scaled 0-100%""",REAL,PLC,[]
D31216,D31216,D,31216,FLOW_FORMULA,"""Flow Control Formula""",REAL,PLC,[]
D31217,D31217,D,31217,MAX_RAW_FLOW,"""Max Raw Flow""",REAL,PLC,[]
D31218,D31218,D,31218,MIN_RAW_FLOW,"""Min Raw Flow""",REAL,PLC,[]
